ID,NAME,ACCOUNT_NUMBER,TYPE,INDUSTRY,ANNUAL_REVENUE,NUMBER_OF_EMPLOYEES,RATING,PHONE,WEBSITE,BILLING_STREET,BILLING_CITY,BILLING_COUNTRY,BILLING_POSTAL_CODE,DESCRIPTION,CREATED_DATE,LAST_MODIFIED_DATE,CURRENCY_ISO_CODE
001493678679338708,BritishTech Ventures,ACC-000011,Partner,Aerospace,15393105,497,Hot,+13-775-4240180,www.britishtechventures.com,409 Technology Way,Barcelona,ES,66959,"Leading manufacturing company based in Barcelona, specializing in innovative solutions for the EMEA market.",2024-08-31T07:21:05.729024,2025-07-15T07:21:05.729031,EUR
001178784437518755,DataVault Systems,ACC-000012,Partner,Insurance,26442489,274,Cold,+25-837-6038571,www.datavaultsystems.com,520 Technology Way,Lyon,FR,82667,"Leading insurance company based in Lyon, specializing in innovative solutions for the EMEA market.",2024-11-08T07:21:05.729090,2025-07-07T07:21:05.729096,EUR
001847433897535913,Rhein Analytics,ACC-000013,Vendor,Insurance,2480572,33,Hot,+40-788-6207974,www.rheinanalytics.com,231 Business Park,Madrid,ES,95990,"Leading aerospace company based in Madrid, specializing in innovative solutions for the European market.",2024-09-30T07:21:05.729156,2025-07-07T07:21:05.729162,EUR
001698004048748481,Netherlands FinTech,ACC-000014,Vendor,Insurance,33181679,485,Warm,+88-934-9468772,www.netherlandsfintech.com,437 Commerce Plaza,Manchester,GB,NE21 8OI,"Leading energy company based in Manchester, specializing in innovative solutions for the European market.",2025-02-24T07:21:05.729221,2025-07-09T07:21:05.729228,GBP
001332873394218332,Frankfurt FinTech,ACC-000015,Competitor,Transportation,2201129658,32189,Cold,+99-120-7381734,www.frankfurtfintech.com,489 High Street,Barcelona,ES,99016,"Leading energy company based in Barcelona, specializing in innovative solutions for the global market.",2024-09-22T07:21:05.729287,2025-07-21T07:21:05.729293,EUR
001392908395623467,Oslo Maritime,ACC-000016,Competitor,Insurance,2182979741,10502,Hot,+68-434-6662319,www.oslomaritime.com,780 Innovation Drive,Utrecht,NL,9837 BL,"Leading manufacturing company based in Utrecht, specializing in innovative solutions for the global market.",2025-03-03T07:21:05.729353,2025-07-07T07:21:05.729359,EUR
001450198596890828,Toulouse Aerospace,ACC-000017,Customer,Technology,1473767,50,Warm,+83-793-7296605,www.toulouseaerospace.com,407 Business Park,Barcelona,ES,76317,"Leading manufacturing company based in Barcelona, specializing in innovative solutions for the EMEA market.",2024-12-19T07:21:05.729418,2025-07-01T07:21:05.729425,EUR
001972168435331866,Tilburg Manufacturing,ACC-000018,Competitor,Education,355665424,4068,Warm,+85-374-6407373,www.tilburgmanufacturing.com,873 Business Park,Warsaw,PL,82848,"Leading technology company based in Warsaw, specializing in innovative solutions for the global market.",2025-03-17T07:21:05.729484,2025-07-19T07:21:05.729491,PLN
001349495913956837,Dublin Cloud,ACC-000019,Competitor,Aerospace,274059253,36202,Warm,+94-695-7191135,www.dublincloud.com,485 Commerce Plaza,Paris,FR,56112,"Leading banking company based in Paris, specializing in innovative solutions for the European market.",2025-03-15T07:21:05.729551,2025-07-12T07:21:05.729558,EUR
001723023895177926,Amsterdam Analytics BV,ACC-000020,Partner,Energy,20408721,205,Cold,+72-205-1205779,www.amsterdamanalyticsbv.com,588 Technology Way,Paris,FR,43092,"Leading aerospace company based in Paris, specializing in innovative solutions for the global market.",2024-12-10T07:21:05.729617,2025-07-07T07:21:05.729623,EUR
001958765600834926,Strasbourg Software,ACC-000021,Prospect,Automotive,932431,38,Warm,+94-183-3634980,www.strasbourgsoftware.com,246 Business Park,Copenhagen,DK,5632,"Leading manufacturing company based in Copenhagen, specializing in innovative solutions for the global market.",2025-02-27T07:21:05.729682,2025-07-01T07:21:05.729688,DKK
001594442169655869,Bordeaux Analytics,ACC-000022,Customer,Education,344461833,989,Cold,+48-816-7752972,www.bordeauxanalytics.com,966 Technology Way,Munich,DE,88385,"Leading education company based in Munich, specializing in innovative solutions for the EMEA market.",2025-03-22T07:21:05.729747,2025-07-03T07:21:05.729754,EUR
001217770881457844,Zurich Precision SA,ACC-000023,Prospect,Insurance,1631548670,27804,Warm,+98-607-5835492,www.zurichprecisionsa.com,679 Innovation Drive,Stockholm,SE,985 75,"Leading education company based in Stockholm, specializing in innovative solutions for the European market.",2025-03-10T07:21:05.729812,2025-07-13T07:21:05.729819,SEK
001278317205722058,Deutsche Innovation AG,ACC-000024,Partner,Technology,2107372,19,Cold,+62-195-4769851,www.deutscheinnovationag.com,862 High Street,Zurich,CH,4122,"Leading insurance company based in Zurich, specializing in innovative solutions for the global market.",2025-02-06T07:21:05.729878,2025-06-25T07:21:05.729885,CHF
001474294997240570,Nantes Maritime Tech,ACC-000025,Vendor,Transportation,2513185971,14739,Warm,+51-990-4165061,www.nantesmaritimetech.com,715 Business Park,London,GB,EC50 4YN,"Leading education company based in London, specializing in innovative solutions for the European market.",2025-04-10T07:21:05.729944,2025-07-08T07:21:05.729951,GBP
001547525682484924,Prague Software,ACC-000026,Customer,Insurance,359609842,4347,Cold,+78-489-6312692,www.praguesoftware.com,642 Innovation Drive,Budapest,HU,56984,"Leading retail company based in Budapest, specializing in innovative solutions for the EMEA market.",2025-04-09T07:21:05.730011,2025-07-14T07:21:05.730017,HUF
001797731965152347,Holland Data Systems,ACC-000027,Prospect,Government,7299476,400,Cold,+28-337-8736811,www.hollanddatasystems.com,654 Technology Way,Helsinki,FI,42780,"Leading retail company based in Helsinki, specializing in innovative solutions for the global market.",2025-01-22T07:21:05.730076,2025-06-29T07:21:05.730083,EUR
001422229504491043,FinanceFlow Ltd,ACC-000028,Prospect,Retail,4266850,43,Hot,+91-294-5204819,www.financeflowltd.com,695 Business Park,Marseille,FR,14373,"Leading pharmaceuticals company based in Marseille, specializing in innovative solutions for the EMEA market.",2025-01-22T07:21:05.730144,2025-06-28T07:21:05.730150,EUR
001859314673714218,The Hague Solutions,ACC-000029,Competitor,Retail,47387316,290,Hot,+60-114-5436878,www.thehaguesolutions.com,550 High Street,Budapest,HU,25292,"Leading energy company based in Budapest, specializing in innovative solutions for the European market.",2025-06-03T07:21:05.730212,2025-07-12T07:21:05.730218,HUF
001884174025698903,Cologne Data Systems,ACC-000030,Vendor,Media,2148385094,13891,Cold,+29-524-2661307,www.colognedatasystems.com,854 Innovation Drive,Oslo,NO,7018,"Leading automotive company based in Oslo, specializing in innovative solutions for the global market.",2024-07-30T07:21:05.730277,2025-07-02T07:21:05.730283,NOK
001961492399239428,Sterling Analytics,ACC-000031,Vendor,Automotive,6604349,175,Cold,+37-932-4909069,www.sterlinganalytics.com,337 Business Park,London,GB,EC1 5EE,"Leading media company based in London, specializing in innovative solutions for the global market.",2025-04-25T07:21:05.730341,2025-06-28T07:21:05.730348,GBP
001349440979620502,Fjord Analytics,ACC-000032,Vendor,Financial Services,3891696,29,Cold,+94-633-6060517,www.fjordanalytics.com,470 High Street,Edinburgh,GB,SW62 7NV,"Leading banking company based in Edinburgh, specializing in innovative solutions for the EMEA market.",2024-10-07T07:21:05.730406,2025-07-02T07:21:05.730412,GBP
001481601031630769,Stuttgart Engineering,ACC-000033,Competitor,Transportation,4014321889,33186,Warm,+22-420-8159911,www.stuttgartengineering.com,321 Technology Way,Stockholm,SE,856 57,"Leading banking company based in Stockholm, specializing in innovative solutions for the global market.",2025-01-14T07:21:05.730471,2025-07-10T07:21:05.730477,SEK
001726300056921184,Brussels EU Tech,ACC-000034,Partner,Manufacturing,664794418,48040,Warm,+83-331-8199311,www.brusselseutech.com,866 Commerce Plaza,Berlin,DE,96223,"Leading technology company based in Berlin, specializing in innovative solutions for the European market.",2024-09-24T07:21:05.730537,2025-07-15T07:21:05.730544,EUR
001974637123305927,Scandinavian Data,ACC-000035,Vendor,Healthcare,412403885,1790,Hot,+29-261-1834876,www.scandinaviandata.com,691 High Street,Utrecht,NL,5475 GY,"Leading financial services company based in Utrecht, specializing in innovative solutions for the European market.",2024-12-02T07:21:05.730602,2025-07-02T07:21:05.730608,EUR
001235091015635874,TechStart London,ACC-000036,Customer,Government,180395744,2231,Cold,+65-279-3167376,www.techstartlondon.com,390 Commerce Plaza,Manchester,GB,WC30 9RV,"Leading transportation company based in Manchester, specializing in innovative solutions for the European market.",2025-01-07T07:21:05.730666,2025-07-16T07:21:05.730672,GBP
001763011677732648,Milan Fashion Tech,ACC-000037,Competitor,Healthcare,2141086,45,Warm,+49-863-6696087,www.milanfashiontech.com,227 Technology Way,Prague,CZ,19876,"Leading telecommunications company based in Prague, specializing in innovative solutions for the global market.",2024-10-13T07:21:05.730733,2025-07-07T07:21:05.730739,CZK
001176881803365339,Midnight Sun Tech,ACC-000038,Competitor,Education,106044636,3148,Cold,+48-915-5608259,www.midnightsuntech.com,606 High Street,Vienna,AT,84928,"Leading automotive company based in Vienna, specializing in innovative solutions for the EMEA market.",2024-08-17T07:21:05.730800,2025-07-06T07:21:05.730807,EUR
001294285620729286,Marseille Digital,ACC-000039,Customer,Aerospace,4332463,4,Cold,+66-549-9792411,www.marseilledigital.com,536 Commerce Plaza,Helsinki,FI,22387,"Leading healthcare company based in Helsinki, specializing in innovative solutions for the global market.",2025-04-11T07:21:05.730864,2025-06-22T07:21:05.730871,EUR
001524104651228233,Benelux Ventures,ACC-000040,Partner,Energy,2696961,42,Cold,+99-948-9831414,www.beneluxventures.com,96 Innovation Drive,Rotterdam,NL,6598 YP,"Leading insurance company based in Rotterdam, specializing in innovative solutions for the global market.",2025-04-16T07:21:05.730930,2025-07-02T07:21:05.730936,EUR
001861516446104041,French Data Solutions,ACC-000041,Prospect,Education,3546531,11,Cold,+46-870-8531761,www.frenchdatasolutions.com,240 Commerce Plaza,Utrecht,NL,8218 OY,"Leading retail company based in Utrecht, specializing in innovative solutions for the global market.",2025-05-01T07:21:05.730995,2025-06-29T07:21:05.731001,EUR
001677986227217882,Maastricht Biotech,ACC-000042,Prospect,Media,266226417,1188,Hot,+38-936-8568671,www.maastrichtbiotech.com,906 Technology Way,Budapest,HU,28191,"Leading government company based in Budapest, specializing in innovative solutions for the EMEA market.",2024-08-11T07:21:05.731075,2025-07-21T07:21:05.731082,HUF
001367556225091177,CloudBridge Solutions,ACC-000043,Partner,Manufacturing,4972511222,40967,Hot,+40-529-8669093,www.cloudbridgesolutions.com,65 High Street,Edinburgh,GB,NE77 9AU,"Leading technology company based in Edinburgh, specializing in innovative solutions for the EMEA market.",2024-10-25T07:21:05.731142,2025-07-20T07:21:05.731148,GBP
001925218872012200,Utrecht Software,ACC-000044,Customer,Insurance,2992412,24,Hot,+15-460-6679880,www.utrechtsoftware.com,834 Business Park,Rome,IT,77552,"Leading automotive company based in Rome, specializing in innovative solutions for the EMEA market.",2024-12-22T07:21:05.731208,2025-06-24T07:21:05.731214,EUR
001550386975875936,Thames Digital,ACC-000045,Competitor,Transportation,259586485,2739,Warm,+33-608-9347057,www.thamesdigital.com,377 Commerce Plaza,Vienna,AT,68606,"Leading financial services company based in Vienna, specializing in innovative solutions for the global market.",2024-12-24T07:21:05.731272,2025-07-02T07:21:05.731278,EUR
001135063910236548,Lille Manufacturing,ACC-000046,Prospect,Education,3118046336,9918,Hot,+26-168-4959345,www.lillemanufacturing.com,798 Technology Way,Stockholm,SE,881 19,"Leading government company based in Stockholm, specializing in innovative solutions for the global market.",2024-12-06T07:21:05.731336,2025-06-22T07:21:05.731343,SEK
001881350266966249,TechBerlin Ventures,ACC-000047,Competitor,Automotive,43062382,447,Hot,+27-973-2242387,www.techberlinventures.com,463 Business Park,Zurich,CH,3852,"Leading government company based in Zurich, specializing in innovative solutions for the European market.",2024-12-20T07:21:05.731401,2025-07-04T07:21:05.731407,CHF
001548288539913535,Dutch Innovation Labs,ACC-000048,Competitor,Media,651535,30,Warm,+83-175-3102634,www.dutchinnovationlabs.com,996 Technology Way,Geneva,CH,9238,"Leading insurance company based in Geneva, specializing in innovative solutions for the global market.",2025-02-27T07:21:05.731466,2025-07-10T07:21:05.731472,CHF
001440950073308960,Eindhoven Tech,ACC-000049,Vendor,Healthcare,92200288,2109,Cold,+92-272-3586950,www.eindhoventech.com,176 Commerce Plaza,Helsinki,FI,91016,"Leading aerospace company based in Helsinki, specializing in innovative solutions for the global market.",2024-11-27T07:21:05.731531,2025-07-12T07:21:05.731538,EUR
001483021764762154,AutoTech München,ACC-000050,Vendor,Energy,2279842771,33810,Warm,+50-851-6794356,www.autotechmünchen.com,999 Innovation Drive,Copenhagen,DK,5061,"Leading insurance company based in Copenhagen, specializing in innovative solutions for the global market.",2025-01-13T07:21:05.731598,2025-07-15T07:21:05.731605,DKK
001201382802563540,Nice Tech Systems,ACC-000051,Competitor,Education,292023633,4325,Hot,+37-697-6920597,www.nicetechsystems.com,50 High Street,Vienna,AT,47827,"Leading healthcare company based in Vienna, specializing in innovative solutions for the EMEA market.",2024-10-07T07:21:05.731663,2025-07-07T07:21:05.731670,EUR
001994974003113234,Warsaw FinTech,ACC-000052,Partner,Retail,3404303,18,Hot,+35-716-9541658,www.warsawfintech.com,412 Commerce Plaza,Vienna,AT,54089,"Leading government company based in Vienna, specializing in innovative solutions for the global market.",2024-09-07T07:21:05.731729,2025-07-12T07:21:05.731735,EUR
001916644646869448,InnovateUK Technologies,ACC-000053,Customer,Government,452754480,1398,Warm,+93-901-4817541,www.innovateuktechnologies.com,739 High Street,Oslo,NO,4125,"Leading government company based in Oslo, specializing in innovative solutions for the global market.",2025-05-22T07:21:05.731794,2025-06-29T07:21:05.731801,NOK
001617535713046263,Budapest Innovation,ACC-000054,Vendor,Insurance,2456907178,48400,Cold,+55-792-5435261,www.budapestinnovation.com,625 Innovation Drive,Munich,DE,39473,"Leading retail company based in Munich, specializing in innovative solutions for the European market.",2025-01-25T07:21:05.731860,2025-07-20T07:21:05.731867,EUR
001706384218743963,Hannover Industries,ACC-000055,Partner,Pharmaceuticals,15560554,277,Hot,+23-730-5014486,www.hannoverindustries.com,249 High Street,Marseille,FR,23133,"Leading insurance company based in Marseille, specializing in innovative solutions for the EMEA market.",2024-07-27T07:21:05.731925,2025-07-20T07:21:05.731931,EUR
001297919985452583,Paris Innovation SA,ACC-000056,Customer,Transportation,1568549,42,Warm,+33-866-5856449,www.parisinnovationsa.com,898 High Street,Vienna,AT,34405,"Leading technology company based in Vienna, specializing in innovative solutions for the global market.",2025-01-01T07:21:05.731990,2025-06-26T07:21:05.731996,EUR
001853515078943231,Copenhagen Analytics,ACC-000057,Customer,Telecommunications,71566987,3822,Hot,+71-431-5161539,www.copenhagenanalytics.com,7 Technology Way,Marseille,FR,49576,"Leading manufacturing company based in Marseille, specializing in innovative solutions for the global market.",2025-01-22T07:21:05.732055,2025-07-10T07:21:05.732062,EUR
001890314423212983,Rotterdam Logistics,ACC-000058,Vendor,Government,2801628976,15040,Cold,+95-945-4664338,www.rotterdamlogistics.com,781 Business Park,Milan,IT,29641,"Leading automotive company based in Milan, specializing in innovative solutions for the global market.",2024-08-28T07:21:05.732120,2025-07-06T07:21:05.732127,EUR
001614306938061774,Aurora Systems,ACC-000059,Vendor,Financial Services,36443479,465,Cold,+69-788-6170227,www.aurorasystems.com,741 High Street,Edinburgh,GB,NE33 1XG,"Leading media company based in Edinburgh, specializing in innovative solutions for the EMEA market.",2024-12-09T07:21:05.732210,2025-07-07T07:21:05.732217,GBP
001542542852785579,Nordic Innovations,ACC-000060,Vendor,Energy,88690698,4918,Cold,+38-954-1058272,www.nordicinnovations.com,775 High Street,Budapest,HU,87849,"Leading financial services company based in Budapest, specializing in innovative solutions for the EMEA market.",2024-08-20T07:21:05.732276,2025-06-30T07:21:05.732283,HUF
001363643514874739,Berlin Tech Solutions,ACC-000061,Vendor,Insurance,442425303,31363,Cold,+86-891-6379867,www.berlintechsolutions.com,243 Technology Way,Barcelona,ES,97994,"Leading media company based in Barcelona, specializing in innovative solutions for the European market.",2025-01-20T07:21:05.732341,2025-07-09T07:21:05.732348,EUR
001164879409789521,Vienna Analytics,ACC-000062,Vendor,Media,33073092,174,Warm,+81-642-3249703,www.viennaanalytics.com,398 Business Park,Hamburg,DE,68954,"Leading automotive company based in Hamburg, specializing in innovative solutions for the EMEA market.",2025-03-08T07:21:05.732407,2025-06-24T07:21:05.732413,EUR
001780497606070370,Helsinki Tech,ACC-000063,Prospect,Transportation,4127495468,12689,Hot,+80-429-5748945,www.helsinkitech.com,390 Innovation Drive,Amsterdam,NL,9147 OD,"Leading pharmaceuticals company based in Amsterdam, specializing in innovative solutions for the global market.",2024-08-27T07:21:05.732479,2025-07-03T07:21:05.732486,EUR
001662160734841219,Barcelona Renewable,ACC-000064,Vendor,Insurance,27490615,129,Warm,+72-840-9230828,www.barcelonarenewable.com,472 Business Park,Dublin,IE,D02 UH18,"Leading technology company based in Dublin, specializing in innovative solutions for the European market.",2024-10-07T07:21:05.732544,2025-07-07T07:21:05.732551,EUR
001721097506509766,Dresden Software,ACC-000065,Competitor,Technology,267567428,48207,Hot,+77-839-5609384,www.dresdensoftware.com,549 Technology Way,Rotterdam,NL,9591 EH,"Leading aerospace company based in Rotterdam, specializing in innovative solutions for the EMEA market.",2025-05-12T07:21:05.732613,2025-07-01T07:21:05.732620,EUR
001110641368804355,Luxembourg Capital,ACC-000066,Prospect,Healthcare,2244426338,31561,Warm,+65-760-6557798,www.luxembourgcapital.com,580 High Street,Budapest,HU,20084,"Leading banking company based in Budapest, specializing in innovative solutions for the European market.",2024-09-07T07:21:05.732679,2025-07-14T07:21:05.732686,HUF
001188303342897319,Baltic Solutions,ACC-000067,Vendor,Retail,48258847,327,Hot,+22-547-4894730,www.balticsolutions.com,859 High Street,Geneva,CH,4043,"Leading aerospace company based in Geneva, specializing in innovative solutions for the global market.",2025-05-16T07:21:05.732746,2025-07-19T07:21:05.732753,CHF
001203041018031068,Groningen Energy,ACC-000068,Customer,Banking,218649463,1764,Warm,+56-879-5525929,www.groningenenergy.com,105 Business Park,Lyon,FR,77166,"Leading telecommunications company based in Lyon, specializing in innovative solutions for the global market.",2024-12-10T07:21:05.732810,2025-07-16T07:21:05.732816,EUR
001410704096080305,Nordic Energy,ACC-000069,Competitor,Banking,1502637,20,Warm,+19-469-5222820,www.nordicenergy.com,967 Business Park,Munich,DE,35630,"Leading insurance company based in Munich, specializing in innovative solutions for the global market.",2025-03-12T07:21:05.732874,2025-07-06T07:21:05.732880,EUR
001523399275710423,Montpellier Research,ACC-000070,Partner,Transportation,3558554365,46478,Warm,+24-677-4352088,www.montpellierresearch.com,607 Commerce Plaza,Amsterdam,NL,8183 ZJ,"Leading media company based in Amsterdam, specializing in innovative solutions for the EMEA market.",2025-05-16T07:21:05.732939,2025-07-07T07:21:05.732945,EUR
001889970583953387,Geneva Pharma,ACC-000071,Vendor,Healthcare,2534938378,38202,Hot,+41-773-6956059,www.genevapharma.com,171 Commerce Plaza,Milan,IT,61266,"Leading energy company based in Milan, specializing in innovative solutions for the EMEA market.",2025-06-10T07:21:05.733004,2025-07-06T07:21:05.733011,EUR
001612657359845331,Stockholm Software AB,ACC-000072,Prospect,Government,192444855,1451,Warm,+70-199-8351204,www.stockholmsoftwareab.com,740 Innovation Drive,Berlin,DE,25084,"Leading telecommunications company based in Berlin, specializing in innovative solutions for the European market.",2024-07-30T07:21:05.733069,2025-06-30T07:21:05.733075,EUR
001341839750352307,The Hague Solutions International,ACC-000073,Prospect,Pharmaceuticals,1870036982,34464,Cold,+18-691-2707116,www.thehaguesolutionsinternational.com,819 Commerce Plaza,Stockholm,SE,420 86,"Leading banking company based in Stockholm, specializing in innovative solutions for the global market.",2024-08-24T07:21:05.733248,2025-07-19T07:21:05.733255,SEK
001880740758404231,Berlin Tech Solutions Europe,ACC-000074,Prospect,Transportation,1635488,21,Warm,+86-241-7437584,www.berlintechsolutionseurope.com,434 Business Park,Madrid,ES,11256,"Leading government company based in Madrid, specializing in innovative solutions for the EMEA market.",2024-10-14T07:21:05.733314,2025-07-08T07:21:05.733321,EUR
001136809124243328,Holland Data Systems Systems,ACC-000075,Partner,Aerospace,1949935,32,Cold,+46-272-8672579,www.hollanddatasystemssystems.com,580 Innovation Drive,Barcelona,ES,42444,"Leading healthcare company based in Barcelona, specializing in innovative solutions for the EMEA market.",2025-04-23T07:21:05.733384,2025-06-27T07:21:05.733390,EUR
